Sentence,Aspect,Category,Opinion,Polarity,Implicitness
new balance has the fit right !,new balance,performance#sizing/fit,fit right,positive,EAEO
unfortunately the sole is a disaster .,sole,appearance#shoe component,unfortunately the sole is a disaster,negative,EAEO
6 studs fell off in the first 2 weeks of use .,studs,appearance#shoe component,fell off in the first 2 weeks of use,negative,EAEO
6 studs fell off in the first 2 weeks of use .,studs,performance#durability,fell off in the first 2 weeks of use,negative,EAEO
the sole also has pealed away from the boot .,sole,appearance#shoe component,pealed away,negative,EAEO
the sole also has pealed away from the boot .,sole,performance#durability,pealed away,negative,EAEO
"nice shoe , but toooooo tight to insert the foot .",shoe,general,nice,positive,EAEO
"nice shoe , but toooooo tight to insert the foot .",shoe,appearance#form,toooooo tight to insert the foot,negative,EAEO
what a desilution .,null,cost/value,what a desilution,negative,IAEO
very nice and comfortable the shoes the first day my son put them in they were damaged in the front and call and they tell me that it has no changes that bad attention,shoes,performance#durability,first day my son put them in they were damaged in the front,negative,EAEO
very nice and comfortable the shoes the first day my son put them in they were damaged in the front and call and they tell me that it has no changes that bad attention,shoes,performance#comfort,very nice and comfortable,positive,EAEO
purchased a brand new pair of 990 ' s from my local new balance store a couple of months ago .,pair of 990 ' s,contextofuse#review\_temporality,purchased a brand new pair of 990 ' s from my local new balance store a couple of months ago,neutral,EAEO
terribly disappointed .,null,general,terribly disappointed,negative,IAEO
these shoes squeak when i walk .,shoes,appearance#material,squeak when i walk,negative,EAEO
these shoes squeak when i walk .,shoes,performance#use case applicability,squeak when i walk,negative,EAEO
thought it was a matter of just breaking them in but no amount of walking has stopped them from squeaking .,null,contextofuse#usage frequency,no amount of walking has stopped them from squeaking,negative,IAEO
have been using new balance for the last 20 + years without a problem .,new balance,contextofuse#purchase\_context,for the last 20 + years,neutral,EAEO
i ' m very happy with my purchase !,null,cost/value,i ' m very happy with my purchase,positive,IAEO
great quality and support !,null,performance#support/stability,support,positive,IAEO
great quality and support !,null,appearance#misc,great quality,positive,IAEO
i was replacing my running shoes every 2 to 3 months .,running shoes,contextofuse#review\_temporality,i was replacing my running shoes every 2 to 3 months,neutral,EAEO
"i can ' t afford that any more , now i make a pair last 6 months",pair,contextofuse#usage frequency,now i make a pair last 6 months,neutral,EAEO
i have worn only new balance shoreward since 2014 .,new balance,contextofuse#purchase\_context,i have worn only new balance shoreward since 2014,positive,EAEO
i have worn only new balance shoreward since 2014 .,new balance,contextofuse#usage frequency,i have worn only new balance shoreward since 2014,positive,EAEO
need 4e or better 6e .,null,performance#sizing/fit,need 4e or better 6e,neutral,IAEO
great product,null,cost/value,great product,positive,IAEO
shoes too small .,shoes,performance#sizing/fit,too small,negative,EAEO
why can ' t nb carry my size in stores .,size,performance#sizing/fit,why can ' t nb carry my size in stores,negative,EAEO
why can ' t nb carry my size in stores .,nb,contextofuse#purchase\_context,why can ' t nb carry my size in stores,negative,EAEO
i don ' t like having to purchase via the web,purchase via the web,contextofuse#purchase\_context,don ' t like,negative,EAEO
i use this product to walk .,this product,contextofuse#use case,to walk,neutral,EAEO
it ' s great because i can walk in them .,walk,contextofuse#use case,great because i can walk in them,positive,EAEO
it ' s great because i can walk in them .,null,performance#use case applicability,great because i can walk in them,positive,IAEO
"having extremely wide and flat feet , there are certain shoes my boyfriend is able to wear .",null,contextofuse#purchase\_context,"having extremely wide and flat feet , there are certain shoes my boyfriend is able to wear",neutral,IAEO
i bought this in an xxwide and he loves them !,null,performance#sizing/fit,i bought this in an xxwide and he loves them,positive,IAEO
one of his favorite pairs of shoes ever !,null,general,one of his favorite pairs of shoes ever,positive,IAEO
toebox is too big from the 2e nb shoes i usually buy,toebox,appearance#shoe component,is too big,negative,EAEO
it ' s really comfortable and fitting for my feet .,null,performance#sizing/fit,fitting for my feet,positive,IAEO
it ' s really comfortable and fitting for my feet .,null,performance#comfort,really comfortable,positive,IAEO
"thanks for the width choices , i took 2e in 9 .",null,contextofuse#purchase\_context,thanks for the width choices,positive,IAEO
"thanks for the width choices , i took 2e in 9 .",null,appearance#form,thanks for the width choices,positive,IAEO
"none of other shoes can feel like this , extremely perfect !",null,performance#general,"none of other shoes can feel like this , extremely perfect",positive,IAEO
really disappointed when the sole become unattattached in the rear of my left shoe .,sole,appearance#shoe component,really disappointed when the sole become unattattached in the rear of my left shoe,negative,EAEO
never had this happen before .,null,contextofuse#purchase\_context,never had this happen before .,negative,IAEO
tried using super glue before discarding them : they had so much life left otherwise .,null,appearance#general,tried using super glue before discarding them : they had so much life left otherwise,negative,IAEO
this product is thankfully made in america .,product,contextofuse#purchase\_context,thankfully made in america,positive,EAEO
it is more for someone who needs extra foot protection than for someone who wants to be physically active .,null,appearance#material,more for someone who needs extra foot protection than for someone who wants to be physically active,negative,IAEO
it is more for someone who needs extra foot protection than for someone who wants to be physically active .,physically active,contextofuse#use case,more for someone who needs extra foot protection than for someone who wants to be physically active,negative,EAEO
the sole is not flexible for quick walking or jogging .,sole,appearance#shoe component,not flexible for quick walking or jogging,negative,EAEO
the sole is not flexible for quick walking or jogging .,null,performance#use case applicability,not flexible for quick walking or jogging,negative,IAEO
i haven ' t had a pair of these in over 20 years .,null,contextofuse#review\_temporality,i haven ' t had a pair of these in over 20 years,neutral,IAEO
i ' m glad that they are so comfortable and fit well .,null,performance#sizing/fit,fit well,positive,IAEO
i ' m glad that they are so comfortable and fit well .,null,performance#comfort,glad that they are so comfortable,positive,IAEO
i see the quality so far is amazing .,null,appearance#misc,quality so far is amazing,positive,IAEO
