Sentence,Aspect,Category,Opinion,Polarity,Implicitness
i was worried about the battery life because of the reviews .,battery,GENERAL,worried,negative,EAEO
"however , i haven ' t had any disappoint with the battery .",battery,OPERATION_PERFORMANCE,',positive,EAEO
works great .,implicit,OPERATION_PERFORMANCE,great,positive,IAEO
daughter school uses chrome for everything .,chrome,USABILITY,implicit,positive,EAIO
granddaughter so loves it said it ' s the best christmas present ever,implicit,GENERAL,loves,positive,IAEO
granddaughter so loves it said it ' s the best christmas present ever,implicit,GENERAL,best,positive,IAEO
perfect ` ` computer ` ` for my young child .,computer,GENERAL,perfect,positive,EAEO
so far no problems except i tried to print something from my email and am having trouble linking to my printer .,printer,CONNECTIVITY,implicit,negative,EAIO
we are loving this chromebook !,chromebook,GENERAL,loving,positive,EAEO
the os doesn ' t leave menu bar at the top for copying in programs for studies .,os,USABILITY,implicit,negative,EAIO
this is a great notebook .,notebook,GENERAL,great,positive,EAEO
good quality .,implicit,QUALITY,good,positive,IAEO
priced well .,implicit,PRICE,well,positive,IAEO
but you ca n ' t beat the price .,implicit,PRICE,implicit,positive,IAIO
i love this little chrome book .,chrome,GENERAL,love,positive,EAEO
it ' s so easy to travel with .,implicit,PORTABILITY,easy,positive,IAEO
ca n ' t use itunes and stuff like that but it ' s ok still great .,implicit,GENERAL,ok,positive,IAEO
ca n ' t use itunes and stuff like that but it ' s ok still great .,implicit,GENERAL,great,positive,IAEO
my daughter ordered the chromebook with her graduation money and she loves it .,chromebook,GENERAL,loves,positive,EAEO
this little computer is very fast and does a great job .,computer,OPERATION_PERFORMANCE,fast,positive,EAEO
this little computer is very fast and does a great job .,computer,OPERATION_PERFORMANCE,great,positive,EAEO
very pleased with this computer .,computer,GENERAL,pleased,positive,EAEO
package arrived faster than the estimated arrival .,package,OPERATION_PERFORMANCE,faster,positive,EAEO
the computer runs great .,computer,OPERATION_PERFORMANCE,great,positive,EAEO
1 month update : chromebook is still working great .,chromebook,OPERATION_PERFORMANCE,great,positive,EAEO
blackboard works fine for me .,blackboard,OPERATION_PERFORMANCE,fine,positive,EAEO
speaker is only good for watching a movie in a quiet room .,speaker,OPERATION_PERFORMANCE,implicit,negative,EAIO
i really like my chromebook .,chromebook,GENERAL,like,positive,EAEO
everything works great .,implicit,OPERATION_PERFORMANCE,great,positive,IAEO
great chromebook .,chromebook,GENERAL,great,positive,EAEO
has all the top features and runs fast .,implicit,OPERATION_PERFORMANCE,fast,positive,IAEO
they do a ton of online homework and this is perfect for them .,implicit,GENERAL,perfect,positive,IAEO
"this does exactly what i need , writing on google docs .",implicit,USABILITY,implicit,positive,IAIO
"only thing is i am not sure if there is a delete key , something i use a lot",delete,DESIGN_FEATURES,implicit,neutral,EAIO
this is a great laptop .,laptop,GENERAL,great,positive,EAEO
so easy to use and is not that slow like some say works just fine for casual use .,implicit,USABILITY,easy,positive,IAEO
so easy to use and is not that slow like some say works just fine for casual use .,implicit,OPERATION_PERFORMANCE,not,positive,IAEO
so easy to use and is not that slow like some say works just fine for casual use .,implicit,OPERATION_PERFORMANCE,fine,positive,IAEO
i got this for my mother in law and she could not be happier with how it works .,implicit,OPERATION_PERFORMANCE,not,positive,IAEO
"it was free with my phone , so the price was phenomenal .",implicit,PRICE,phenomenal,positive,IAEO
solid chromebook .,chromebook,QUALITY,solid,positive,EAEO
i like the ease of connecting to the internet wi - fi .,wi,CONNECTIVITY,ease,positive,EAEO
"such a good investment , its so useful and works perfectly .",implicit,GENERAL,good,positive,IAEO
"such a good investment , its so useful and works perfectly .",implicit,GENERAL,useful,positive,IAEO
"such a good investment , its so useful and works perfectly .",implicit,GENERAL,perfectly,positive,IAEO
i woudlnt recommend more than 10 active tabs which slows down some of the functionality but otherwise runs smoothly for students,implicit,OPERATION_PERFORMANCE,recommend,positive,IAEO
i woudlnt recommend more than 10 active tabs which slows down some of the functionality but otherwise runs smoothly for students,implicit,OPERATION_PERFORMANCE,smoothly,positive,IAEO
"this device is mainly used for web browsing and pages load quickly , animations are swift and not laggy .",device,OPERATION_PERFORMANCE,swift,positive,EAEO
"this device is mainly used for web browsing and pages load quickly , animations are swift and not laggy .",device,OPERATION_PERFORMANCE,not,positive,EAEO
"buy this thing if you want a cheap , snappy web browser on - the - go .",implicit,OPERATION_PERFORMANCE,snappy,positive,IAEO
"buy this thing if you want a cheap , snappy web browser on - the - go .",implicit,PRICE,cheap,positive,IAEO
"i am beyond impressed with this little machine , i would absolutly buy this again !",machine,GENERAL,impressed,positive,EAEO
"battery works well , i get nearly 4 to 5 hours easily .",battery,OPERATION_PERFORMANCE,well,positive,EAEO
this item is excellent and not bad for the price .,item,GENERAL,excellent,positive,EAEO
this item is excellent and not bad for the price .,item,PRICE,not,positive,EAEO
"i just got mine the other day , & am still getting used to it , but at the moment i couldn ' t be happier , it will do everything i want it to do , & i couldn ' t care less about the things it won ' t do .",implicit,GENERAL,',positive,IAEO
i would recommend this machine to anyone who wants an inexpensive web - content device .,machine,PRICE,inexpensive,positive,EAEO
choose this one .,implicit,GENERAL,implicit,positive,IAIO
"the overall durability is a bit suspect but with the price tag , it is essentially a 1 - 2 year investment for school .",implicit,OPERATION_PERFORMANCE,suspect,negative,IAEO
"the overall durability is a bit suspect but with the price tag , it is essentially a 1 - 2 year investment for school .",implicit,PRICE,implicit,neutral,IAIO
"chromebooks are extremely light , easy to type on and come with complete integration into google cloud services like drive , docs and spreadsheets .",chromebooks,USABILITY,easy,positive,EAEO
works well for writing novels which is what i bought it for .,implicit,OPERATION_PERFORMANCE,well,positive,IAEO
it printed easily to our wireless printer too !,implicit,OPERATION_PERFORMANCE,easily,positive,IAEO
kinda small but good quality !,implicit,DESIGN_FEATURES,small,negative,IAEO
kinda small but good quality !,implicit,QUALITY,good,positive,IAEO
she loves it .,implicit,GENERAL,loves,positive,IAEO
love this took place of my laptop .,laptop,GENERAL,love,positive,EAEO
i love my laptop !,laptop,GENERAL,love,positive,EAEO
great laptop for a good price too !,laptop,GENERAL,great,positive,EAEO
great laptop for a good price too !,laptop,PRICE,good,positive,EAEO
"great buy , love the smaller size too !",implicit,GENERAL,great,positive,IAEO
"great buy , love the smaller size too !",implicit,GENERAL,love,positive,IAEO
this little computer is awesome and it was so inexpensive for what you get !,computer,GENERAL,awesome,positive,EAEO
this little computer is awesome and it was so inexpensive for what you get !,computer,PRICE,inexpensive,positive,EAEO
very happy with this purchase,implicit,GENERAL,happy,positive,IAEO
"delivered quickly , easy set up .",implicit,QUALITY,quickly,positive,IAEO
"delivered quickly , easy set up .",set,USABILITY,easy,positive,EAEO
surprisingly fast for such a small chrome book .,chrome,OPERATION_PERFORMANCE,fast,positive,EAEO
worked well when i had it .,implicit,OPERATION_PERFORMANCE,well,positive,IAEO
love the mobility of this .,mobility,PORTABILITY,love,positive,EAEO
easy to use .,implicit,USABILITY,easy,positive,IAEO
i bought this for a linux machine and it does that just great .,linux,OPERATION_PERFORMANCE,great,positive,EAEO
"another thing , it is much thinner than expected .",implicit,DESIGN_FEATURES,thinner,positive,IAEO
nice little notebook !,notebook,GENERAL,nice,positive,EAEO
i love this one !,implicit,GENERAL,love,positive,IAEO
"i don ' t do much more than google searches , so the lower end model works great for me .",model,GENERAL,great,positive,EAEO
i am very happy with this item .,item,GENERAL,happy,positive,EAEO
long battery life .,battery,OPERATION_PERFORMANCE,long,positive,EAEO
lenovo has not disappointed with their products .,lenovo,GENERAL,not,positive,EAEO
lenovo has not disappointed with their products .,products,GENERAL,not,positive,EAEO
it ' s a solid and quality built laptop .,laptop,QUALITY,solid,positive,EAEO
it ' s a solid and quality built laptop .,laptop,QUALITY,quality,positive,EAEO
"overall for the price range , it ' s a fantastic laptop .",laptop,PRICE,fantastic,positive,EAEO
2 ) the battery was pretty limited .,battery,OPERATION_PERFORMANCE,limited,negative,EAEO
"the computer has a solid processor and enough memory to handle pretty much anything the average user willl throw at it , short of graphics - heavy gaming .",memory,QUALITY,implicit,positive,EAIO
"that said : if you can deal with the short battery life , you ' re not going to find a better machine at this price .",battery,GENERAL,short,negative,EAEO
"that said : if you can deal with the short battery life , you ' re not going to find a better machine at this price .",machine,PRICE,implicit,positive,EAIO
"the case is solid and attractive , the keyboard responsive and comfortable to use ( nice touch with the dedicated number keypad too ! )",case,GENERAL,solid,positive,EAEO
"the case is solid and attractive , the keyboard responsive and comfortable to use ( nice touch with the dedicated number keypad too ! )",case,GENERAL,attractive,positive,EAEO
"the case is solid and attractive , the keyboard responsive and comfortable to use ( nice touch with the dedicated number keypad too ! )",keyboard,QUALITY,responsive,positive,EAEO
"the case is solid and attractive , the keyboard responsive and comfortable to use ( nice touch with the dedicated number keypad too ! )",keyboard,QUALITY,comfortable,positive,EAEO
"the case is solid and attractive , the keyboard responsive and comfortable to use ( nice touch with the dedicated number keypad too ! )",number,QUALITY,nice,positive,EAEO
it is an okay laptop and nothing more .,laptop,GENERAL,okay,neutral,EAEO
beautiful resolution,resolution,GENERAL,beautiful,positive,EAEO
bigger screen,screen,GENERAL,bigger,positive,EAEO
nice keyboard,keyboard,GENERAL,nice,positive,EAEO
"the charge cord is very short , about 1 / 2 the size of a regular charging cord",charge,DESIGN_FEATURES,short,negative,EAEO
the battery capacity is 3 hours on a full charge,battery,QUALITY,implicit,negative,EAIO
the small battery capacity is the number one reason i would not buy this product and would recommend with that caveat being disclosed .,battery,QUALITY,small,negative,EAEO
great item !,item,GENERAL,great,positive,EAEO
"laptop was new , in perfect condition and works like a charm .",laptop,GENERAL,perfect,positive,EAEO
"mem , hdd , screed , dvd drive are all easily accessible and removable .",mem,USABILITY,accessible,positive,EAEO
"mem , hdd , screed , dvd drive are all easily accessible and removable .",mem,USABILITY,removable,positive,EAEO
