Sentence,Aspect,Category,Opinion,Polarity,Implicitness
"first time buying brooks . i was hesitant because i am not really an avid runner . thiis shoe more than meets my needs for running and at the same time it looks good too . the adrenaline gts 21 is comfortable and provides support . the only disappointment that i had was that i wanted another pair and they were out of them , lesson learned if they become available again i will definitely buy another pair .",shoe,performance#use case applicability,more than meets my needs for running,positive,EAEO
"first time buying brooks . i was hesitant because i am not really an avid runner . thiis shoe more than meets my needs for running and at the same time it looks good too . the adrenaline gts 21 is comfortable and provides support . the only disappointment that i had was that i wanted another pair and they were out of them , lesson learned if they become available again i will definitely buy another pair .",shoe,appearance#general,looks good too,positive,EAEO
"first time buying brooks . i was hesitant because i am not really an avid runner . thiis shoe more than meets my needs for running and at the same time it looks good too . the adrenaline gts 21 is comfortable and provides support . the only disappointment that i had was that i wanted another pair and they were out of them , lesson learned if they become available again i will definitely buy another pair .",adrenaline gts 21,performance#comfort,comfortable,positive,EAEO
"first time buying brooks . i was hesitant because i am not really an avid runner . thiis shoe more than meets my needs for running and at the same time it looks good too . the adrenaline gts 21 is comfortable and provides support . the only disappointment that i had was that i wanted another pair and they were out of them , lesson learned if they become available again i will definitely buy another pair .",adrenaline gts 21,performance#support/stability,provides support,positive,EAEO
"first time buying brooks . i was hesitant because i am not really an avid runner . thiis shoe more than meets my needs for running and at the same time it looks good too . the adrenaline gts 21 is comfortable and provides support . the only disappointment that i had was that i wanted another pair and they were out of them , lesson learned if they become available again i will definitely buy another pair .",pair,contextofuse#purchase\_context,only disappointment that i had was that i wanted another pair and they were out of them,negative,EAEO
"first time buying brooks . i was hesitant because i am not really an avid runner . thiis shoe more than meets my needs for running and at the same time it looks good too . the adrenaline gts 21 is comfortable and provides support . the only disappointment that i had was that i wanted another pair and they were out of them , lesson learned if they become available again i will definitely buy another pair .",pair,cost/value,lesson learned if they become available again i will definitely buy another pair,positive,EAEO
i ' ve been wearing adrenaline shoes narrow for over 10 years . i was excited to try the new 21 but was disappointed when i tried them on and the heel of the left shoe was painful . i thought maybe once i ran in them they will be better but they only got worse . i sent them back . very disappointing .,shoes,contextofuse#review\_temporality,i ' ve been wearing adrenaline shoes narrow for over 10 years,neutral,EAEO
i ' ve been wearing adrenaline shoes narrow for over 10 years . i was excited to try the new 21 but was disappointed when i tried them on and the heel of the left shoe was painful . i thought maybe once i ran in them they will be better but they only got worse . i sent them back . very disappointing .,shoe,contextofuse#purchase\_context,i was excited to try the new 21,positive,EAEO
i ' ve been wearing adrenaline shoes narrow for over 10 years . i was excited to try the new 21 but was disappointed when i tried them on and the heel of the left shoe was painful . i thought maybe once i ran in them they will be better but they only got worse . i sent them back . very disappointing .,heel,appearance#shoe component,disappointed when i tried them on and the heel of the left shoe was painful,negative,EAEO
i ' ve been wearing adrenaline shoes narrow for over 10 years . i was excited to try the new 21 but was disappointed when i tried them on and the heel of the left shoe was painful . i thought maybe once i ran in them they will be better but they only got worse . i sent them back . very disappointing .,shoe,performance#comfort,disappointed when i tried them on and the heel of the left shoe was painful,negative,EAEO
